"","game.id","Date","team","div","conf","status","pts","diff","def.rank"
"1972",986,"Sun, Mar 15, 2015","New York Knicks","Atlantic Division","East","v","89","-13","18"
"1973",987,"Sun, Mar 15, 2015","San Antonio Spurs","Southwest Division","West","h","123","26","1"
"1974",987,"Sun, Mar 15, 2015","Minnesota Timberwolves","Atlantic Division","East","v","97","-26","10"
"1975",988,"Sun, Mar 15, 2015","Toronto Raptors","Northwest Division","East","h","97","-16","12"
"1976",988,"Sun, Mar 15, 2015","Portland Trail Blazers","Atlantic Division","East","v","113","16","7"
"1977",989,"Mon, Mar 16, 2015","Boston Celtics","Atlantic Division","East","h","108","19","26"
"1978",989,"Mon, Mar 16, 2015","Philadelphia 76ers","Atlantic Division","East","v","89","-19","30"
"1979",990,"Mon, Mar 16, 2015","Dallas Mavericks","Northwest Division","West","h","119","4","9"
"1980",990,"Mon, Mar 16, 2015","Oklahoma City Thunder","Atlantic Division","East","v","115","-4","3"
"1981",991,"Mon, Mar 16, 2015","Golden State Warriors","Pacific Division","West","h","108","3","4"
"1982",991,"Mon, Mar 16, 2015","Los Angeles Lakers","Atlantic Division","East","v","105","-3","25"
"1983",992,"Mon, Mar 16, 2015","Indiana Pacers","Atlantic Division","East","h","98","-19","8"
"1984",992,"Mon, Mar 16, 2015","Toronto Raptors","Atlantic Division","East","v","117","19","12"
"1985",993,"Mon, Mar 16, 2015","Memphis Grizzlies","Northwest Division","West","h","92","11","13"
"1986",993,"Mon, Mar 16, 2015","Denver Nuggets","Atlantic Division","East","v","81","-11","19"
"1987",994,"Mon, Mar 16, 2015","Miami Heat","Central Division","East","h","106","14","6"
"1988",994,"Mon, Mar 16, 2015","Cleveland Cavaliers","Atlantic Division","East","v","92","-14","23"
"1989",995,"Mon, Mar 16, 2015","Minnesota Timberwolves","Atlantic Division","West","h","106","-16","10"
"1990",995,"Mon, Mar 16, 2015","Brooklyn Nets","Atlantic Division","East","v","122","16","20"
"1991",996,"Mon, Mar 16, 2015","Sacramento Kings","Southeast Division","West","h","103","-7","22"
"1992",996,"Mon, Mar 16, 2015","Atlanta Hawks","Atlantic Division","East","v","110","7","16"
"1993",997,"Mon, Mar 16, 2015","Utah Jazz","Southeast Division","West","h","94","28","28"
"1994",997,"Mon, Mar 16, 2015","Charlotte Hornets","Atlantic Division","East","v","66","-28","17"
"1995",998,"Mon, Mar 16, 2015","Washington Wizards","Northwest Division","East","h","105","8","15"
"1996",998,"Mon, Mar 16, 2015","Portland Trail Blazers","Atlantic Division","East","v","97","-8","7"
"1997",999,"Tue, Mar 17, 2015","Detroit Pistons","Southwest Division","East","h","105","10","24"
"1998",999,"Tue, Mar 17, 2015","Memphis Grizzlies","Atlantic Division","East","v","95","-10","13"
"1999",1000,"Tue, Mar 17, 2015","Houston Rockets","Southeast Division","West","h","107","13","5"
"2000",1000,"Tue, Mar 17, 2015","Orlando Magic","Atlantic Division","East","v","94","-13","27"
"2001",1001,"Tue, Mar 17, 2015","Los Angeles Clippers","Southeast Division","West","h","99","7","2"
"2002",1001,"Tue, Mar 17, 2015","Charlotte Hornets","Atlantic Division","East","v","92","-7","17"
"2003",1002,"Tue, Mar 17, 2015","New Orleans Pelicans","Central Division","West","h","85","1","21"
"2004",1002,"Tue, Mar 17, 2015","Milwaukee Bucks","Atlantic Division","East","v","84","-1","29"
"2005",1003,"Tue, Mar 17, 2015","New York Knicks","Southwest Division","East","h","104","4","18"
"2006",1003,"Tue, Mar 17, 2015","San Antonio Spurs","Atlantic Division","East","v","100","-4","1"
"2007",1004,"Wed, Mar 18, 2015","Chicago Bulls","Central Division","East","h","103","17","14"
"2008",1004,"Wed, Mar 18, 2015","Indiana Pacers","Atlantic Division","East","v","86","-17","8"
"2009",1005,"Wed, Mar 18, 2015","Cleveland Cavaliers","Atlantic Division","East","h","117","25","23"
"2010",1005,"Wed, Mar 18, 2015","Brooklyn Nets","Atlantic Division","East","v","92","-25","20"
"2011",1006,"Wed, Mar 18, 2015","Dallas Mavericks","Southeast Division","West","h","107","5","9"
"2012",1006,"Wed, Mar 18, 2015","Orlando Magic","Atlantic Division","East","v","102","-5","27"
"2013",1007,"Wed, Mar 18, 2015","Golden State Warriors","Southeast Division","West","h","114","19","4"
"2014",1007,"Wed, Mar 18, 2015","Atlanta Hawks","Atlantic Division","East","v","95","-19","16"
"2015",1008,"Wed, Mar 18, 2015","Miami Heat","Northwest Division","East","h","108","4","6"
"2016",1008,"Wed, Mar 18, 2015","Portland Trail Blazers","Atlantic Division","East","v","104","-4","7"
"2017",1009,"Wed, Mar 18, 2015","Milwaukee Bucks","Southwest Division","East","h","103","-11","29"
"2018",1009,"Wed, Mar 18, 2015","San Antonio Spurs","Atlantic Division","East","v","114","11","1"
"2019",1010,"Wed, Mar 18, 2015","Oklahoma City Thunder","Atlantic Division","West","h","122","4","3"
"2020",1010,"Wed, Mar 18, 2015","Boston Celtics","Atlantic Division","East","v","118","-4","26"
"2021",1011,"Wed, Mar 18, 2015","Philadelphia 76ers","Central Division","East","h","94","11","30"
"2022",1011,"Wed, Mar 18, 2015","Detroit Pistons","Atlantic Division","East","v","83","-11","24"
"2023",1012,"Wed, Mar 18, 2015","Sacramento Kings","Pacific Division","West","h","105","-11","22"
"2024",1012,"Wed, Mar 18, 2015","Los Angeles Clippers","Atlantic Division","East","v","116","11","2"
"2025",1013,"Wed, Mar 18, 2015","Toronto Raptors","Southwest Division","East","h","105","5","12"
"2026",1013,"Wed, Mar 18, 2015","Minnesota Timberwolves","Atlantic Division","East","v","100","-5","10"
"2027",1014,"Wed, Mar 18, 2015","Utah Jazz","Southeast Division","West","h","84","-4","28"
"2028",1014,"Wed, Mar 18, 2015","Washington Wizards","Atlantic Division","East","v","88","4","15"
"2029",1015,"Thu, Mar 19, 2015","Houston Rockets","Northwest Division","West","h","118","10","5"
"2030",1015,"Thu, Mar 19, 2015","Denver Nuggets","Atlantic Division","East","v","108","-10","19"
"2031",1016,"Thu, Mar 19, 2015","Los Angeles Lakers","Northwest Division","West","h","73","-7","25"
"2032",1016,"Thu, Mar 19, 2015","Utah Jazz","Atlantic Division","East","v","80","7","28"
"2033",1017,"Thu, Mar 19, 2015","New York Knicks","Southwest Division","East","h","92","-3","18"
"2034",1017,"Thu, Mar 19, 2015","Minnesota Timberwolves","Atlantic Division","East","v","95","3","10"
"2035",1018,"Thu, Mar 19, 2015","Phoenix Suns","Southwest Division","West","h","74","2","11"
"2036",1018,"Thu, Mar 19, 2015","New Orleans Pelicans","Atlantic Division","East","v","72","-2","21"
"2037",1019,"Fri, Mar 20, 2015","Brooklyn Nets","Central Division","East","h","129","2","20"
"2038",1019,"Fri, Mar 20, 2015","Milwaukee Bucks","Atlantic Division","East","v","127","-2","29"
"2039",1020,"Fri, Mar 20, 2015","Chicago Bulls","Atlantic Division","East","h","108","16","14"
"2040",1020,"Fri, Mar 20, 2015","Toronto Raptors","Atlantic Division","East","v","92","-16","12"
"2041",1021,"Fri, Mar 20, 2015","Cleveland Cavaliers","Central Division","East","h","95","3","23"
"2042",1021,"Fri, Mar 20, 2015","Indiana Pacers","Atlantic Division","East","v","92","-3","8"
"2043",1022,"Fri, Mar 20, 2015","Dallas Mavericks","Southwest Division","West","h","101","-11","9"
"2044",1022,"Fri, Mar 20, 2015","Memphis Grizzlies","Atlantic Division","East","v","112","11","13"
"2045",1023,"Fri, Mar 20, 2015","Golden State Warriors","Southwest Division","West","h","112","16","4"
"2046",1023,"Fri, Mar 20, 2015","New Orleans Pelicans","Atlantic Division","East","v","96","-16","21"
"2047",1024,"Fri, Mar 20, 2015","Los Angeles Clippers","Southeast Division","West","h","113","14","2"
"2048",1024,"Fri, Mar 20, 2015","Washington Wizards","Atlantic Division","East","v","99","-14","15"
"2049",1025,"Fri, Mar 20, 2015","Miami Heat","Northwest Division","East","h","108","17","6"
"2050",1025,"Fri, Mar 20, 2015","Denver Nuggets","Atlantic Division","East","v","91","-17","19"
"2051",1026,"Fri, Mar 20, 2015","Oklahoma City Thunder","Southeast Division","West","h","123","8","3"
"2052",1026,"Fri, Mar 20, 2015","Atlanta Hawks","Atlantic Division","East","v","115","-8","16"
"2053",1027,"Fri, Mar 20, 2015","Orlando Magic","Northwest Division","East","h","111","7","27"
"2054",1027,"Fri, Mar 20, 2015","Portland Trail Blazers","Atlantic Division","East","v","104","-7","7"
"2055",1028,"Fri, Mar 20, 2015","Philadelphia 76ers","Atlantic Division","East","h","97","16","30"
"2056",1028,"Fri, Mar 20, 2015","New York Knicks","Atlantic Division","East","v","81","-16","18"
"2057",1029,"Fri, Mar 20, 2015","Sacramento Kings","Southeast Division","West","h","101","10","22"
"2058",1029,"Fri, Mar 20, 2015","Charlotte Hornets","Atlantic Division","East","v","91","-10","17"
"2059",1030,"Fri, Mar 20, 2015","San Antonio Spurs","Atlantic Division","West","h","101","12","1"
"2060",1030,"Fri, Mar 20, 2015","Boston Celtics","Atlantic Division","East","v","89","-12","26"
"2061",1031,"Sat, Mar 21, 2015","Detroit Pistons","Central Division","East","h","107","16","24"
"2062",1031,"Sat, Mar 21, 2015","Chicago Bulls","Atlantic Division","East","v","91","-16","14"
"2063",1032,"Sat, Mar 21, 2015","Golden State Warriors","Northwest Division","West","h","106","15","4"
"2064",1032,"Sat, Mar 21, 2015","Utah Jazz","Atlantic Division","East","v","91","-15","28"
"2065",1033,"Sat, Mar 21, 2015","Houston Rockets","Pacific Division","West","h","102","-15","5"
"2066",1033,"Sat, Mar 21, 2015","Phoenix Suns","Atlantic Division","East","v","117","15","11"
"2067",1034,"Sat, Mar 21, 2015","Indiana Pacers","Atlantic Division","East","h","111","-12","8"
"2068",1034,"Sat, Mar 21, 2015","Brooklyn Nets","Atlantic Division","East","v","123","12","20"
"2069",1035,"Sat, Mar 21, 2015","Memphis Grizzlies","Northwest Division","West","h","97","11","13"
"2070",1035,"Sat, Mar 21, 2015","Portland Trail Blazers","Atlantic Division","East","v","86","-11","7"
"2071",1036,"Sun, Mar 22, 2015","Atlanta Hawks","Southwest Division","East","h","95","-19","16"
"2072",1036,"Sun, Mar 22, 2015","San Antonio Spurs","Atlantic Division","East","v","114","19","1"
"2073",1037,"Sun, Mar 22, 2015","Boston Celtics","Central Division","East","h","97","-8","26"
"2074",1037,"Sun, Mar 22, 2015","Detroit Pistons","Atlantic Division","East","v","105","8","24"
"2075",1038,"Sun, Mar 22, 2015","Los Angeles Clippers","Southwest Division","West","h","107","7","2"
"2076",1038,"Sun, Mar 22, 2015","New Orleans Pelicans","Atlantic Division","East","v","100","-7","21"
"2077",1039,"Sun, Mar 22, 2015","Los Angeles Lakers","Atlantic Division","West","h","101","14","25"
"2078",1039,"Sun, Mar 22, 2015","Philadelphia 76ers","Atlantic Division","East","v","87","-14","30"
"2079",1040,"Sun, Mar 22, 2015","Milwaukee Bucks","Central Division","East","h","90","-18","29"
"2080",1040,"Sun, Mar 22, 2015","Cleveland Cavaliers","Atlantic Division","East","v","108","18","23"
"2081",1041,"Sun, Mar 22, 2015","Minnesota Timberwolves","Southeast Division","West","h","98","-11","10"
"2082",1041,"Sun, Mar 22, 2015","Charlotte Hornets","Atlantic Division","East","v","109","11","17"
"2083",1042,"Sun, Mar 22, 2015","Oklahoma City Thunder","Southeast Division","West","h","93","18","3"
"2084",1042,"Sun, Mar 22, 2015","Miami Heat","Atlantic Division","East","v","75","-18","6"
"2085",1043,"Sun, Mar 22, 2015","Orlando Magic","Northwest Division","East","h","100","-19","27"
"2086",1043,"Sun, Mar 22, 2015","Denver Nuggets","Atlantic Division","East","v","119","19","19"
"2087",1044,"Sun, Mar 22, 2015","Phoenix Suns","Southwest Division","West","h","98","6","11"
"2088",1044,"Sun, Mar 22, 2015","Dallas Mavericks","Atlantic Division","East","v","92","-6","9"
"2089",1045,"Sun, Mar 22, 2015","Sacramento Kings","Southeast Division","West","h","109","23","22"
"2090",1045,"Sun, Mar 22, 2015","Washington Wizards","Atlantic Division","East","v","86","-23","15"
"2091",1046,"Sun, Mar 22, 2015","Toronto Raptors","Atlantic Division","East","h","106","17","12"
"2092",1046,"Sun, Mar 22, 2015","New York Knicks","Atlantic Division","East","v","89","-17","18"
"2093",1047,"Mon, Mar 23, 2015","Brooklyn Nets","Atlantic Division","East","h","91","-19","20"
"2094",1047,"Mon, Mar 23, 2015","Boston Celtics","Atlantic Division","East","v","110","19","26"
"2095",1048,"Mon, Mar 23, 2015","Chicago Bulls","Southeast Division","East","h","98","12","14"
"2096",1048,"Mon, Mar 23, 2015","Charlotte Hornets","Atlantic Division","East","v","86","-12","17"
"2097",1049,"Mon, Mar 23, 2015","Golden State Warriors","Southeast Division","West","h","107","31","4"
"2098",1049,"Mon, Mar 23, 2015","Washington Wizards","Atlantic Division","East","v","76","-31","15"
"2099",1050,"Mon, Mar 23, 2015","Indiana Pacers","Southwest Division","East","h","100","-10","8"
"2100",1050,"Mon, Mar 23, 2015","Houston Rockets","Atlantic Division","East","v","110","10","5"
"2101",1051,"Mon, Mar 23, 2015","New York Knicks","Southwest Division","East","h","82","-21","18"
"2102",1051,"Mon, Mar 23, 2015","Memphis Grizzlies","Atlantic Division","East","v","103","21","13"
"2103",1052,"Mon, Mar 23, 2015","Utah Jazz","Southwest Division","West","h","104","-2","28"
"2104",1052,"Mon, Mar 23, 2015","Minnesota Timberwolves","Atlantic Division","East","v","106","2","10"
"2105",1053,"Tue, Mar 24, 2015","Dallas Mavericks","Southwest Division","West","h","101","7","9"
"2106",1053,"Tue, Mar 24, 2015","San Antonio Spurs","Atlantic Division","East","v","94","-7","1"
"2107",1054,"Tue, Mar 24, 2015","Detroit Pistons","Atlantic Division","East","h","108","4","24"
"2108",1054,"Tue, Mar 24, 2015","Toronto Raptors","Atlantic Division","East","v","104","-4","12"
"2109",1055,"Tue, Mar 24, 2015","Milwaukee Bucks","Southeast Division","East","h","89","1","29"
"2110",1055,"Tue, Mar 24, 2015","Miami Heat","Atlantic Division","East","v","88","-1","6"
"2111",1056,"Tue, Mar 24, 2015","Oklahoma City Thunder","Pacific Division","West","h","127","10","3"
"2112",1056,"Tue, Mar 24, 2015","Los Angeles Lakers","Atlantic Division","East","v","117","-10","25"
"2113",1057,"Tue, Mar 24, 2015","Portland Trail Blazers","Pacific Division","West","h","108","-14","7"
"2114",1057,"Tue, Mar 24, 2015","Golden State Warriors","Atlantic Division","East","v","122","14","4"
"2115",1058,"Tue, Mar 24, 2015","Sacramento Kings","Atlantic Division","West","h","107","1","22"
"2116",1058,"Tue, Mar 24, 2015","Philadelphia 76ers","Atlantic Division","East","v","106","-1","30"
"2117",1059,"Wed, Mar 25, 2015","Boston Celtics","Southeast Division","East","h","86","-7","26"
"2118",1059,"Wed, Mar 25, 2015","Miami Heat","Atlantic Division","East","v","93","7","6"
"2119",1060,"Wed, Mar 25, 2015","Charlotte Hornets","Atlantic Division","East","h","88","-3","17"
"2120",1060,"Wed, Mar 25, 2015","Brooklyn Nets","Atlantic Division","East","v","91","3","20"
"2121",1061,"Wed, Mar 25, 2015","Denver Nuggets","Atlantic Division","West","h","85","-14","19"
"2122",1061,"Wed, Mar 25, 2015","Philadelphia 76ers","Atlantic Division","East","v","99","14","30"
"2123",1062,"Wed, Mar 25, 2015","Memphis Grizzlies","Central Division","West","h","89","-22","13"
"2124",1062,"Wed, Mar 25, 2015","Cleveland Cavaliers","Atlantic Division","East","v","111","22","23"
"2125",1063,"Wed, Mar 25, 2015","Minnesota Timberwolves","Pacific Division","West","h","99","-2","10"
"2126",1063,"Wed, Mar 25, 2015","Los Angeles Lakers","Atlantic Division","East","v","101","2","25"
"2127",1064,"Wed, Mar 25, 2015","New Orleans Pelicans","Southwest Division","West","h","93","-2","21"
"2128",1064,"Wed, Mar 25, 2015","Houston Rockets","Atlantic Division","East","v","95","2","5"
"2129",1065,"Wed, Mar 25, 2015","New York Knicks","Pacific Division","East","h","80","-31","18"
"2130",1065,"Wed, Mar 25, 2015","Los Angeles Clippers","Atlantic Division","East","v","111","31","2"
"2131",1066,"Wed, Mar 25, 2015","Orlando Magic","Southeast Division","East","h","83","-12","27"
"2132",1066,"Wed, Mar 25, 2015","Atlanta Hawks","Atlantic Division","East","v","95","12","16"
"2133",1067,"Wed, Mar 25, 2015","Phoenix Suns","Pacific Division","West","h","99","-9","11"
"2134",1067,"Wed, Mar 25, 2015","Sacramento Kings","Atlantic Division","East","v","108","9","22"
"2135",1068,"Wed, Mar 25, 2015","San Antonio Spurs","Northwest Division","West","h","130","39","1"
"2136",1068,"Wed, Mar 25, 2015","Oklahoma City Thunder","Atlantic Division","East","v","91","-39","3"
"2137",1069,"Wed, Mar 25, 2015","Toronto Raptors","Central Division","East","h","103","-13","12"
"2138",1069,"Wed, Mar 25, 2015","Chicago Bulls","Atlantic Division","East","v","116","13","14"
"2139",1070,"Wed, Mar 25, 2015","Utah Jazz","Northwest Division","West","h","89","-3","28"
"2140",1070,"Wed, Mar 25, 2015","Portland Trail Blazers","Atlantic Division","East","v","92","3","7"
"2141",1071,"Wed, Mar 25, 2015","Washington Wizards","Central Division","East","h","101","-2","15"
"2142",1071,"Wed, Mar 25, 2015","Indiana Pacers","Atlantic Division","East","v","103","2","8"
"2143",1072,"Thu, Mar 26, 2015","Milwaukee Bucks","Central Division","East","h","111","4","29"
"2144",1072,"Thu, Mar 26, 2015","Indiana Pacers","Atlantic Division","East","v","107","-4","8"
"2145",1073,"Fri, Mar 27, 2015","Atlanta Hawks","Southeast Division","East","h","99","13","16"
"2146",1073,"Fri, Mar 27, 2015","Miami Heat","Atlantic Division","East","v","86","-13","6"
"2147",1074,"Fri, Mar 27, 2015","Brooklyn Nets","Central Division","East","h","106","8","20"
"2148",1074,"Fri, Mar 27, 2015","Cleveland Cavaliers","Atlantic Division","East","v","98","-8","23"
"2149",1075,"Fri, Mar 27, 2015","Denver Nuggets","Northwest Division","West","h","107","16","19"
"2150",1075,"Fri, Mar 27, 2015","Utah Jazz","Atlantic Division","East","v","91","-16","28"
"2151",1076,"Fri, Mar 27, 2015","Houston Rockets","Southwest Division","West","h","120","10","5"
"2152",1076,"Fri, Mar 27, 2015","Minnesota Timberwolves","Atlantic Division","East","v","110","-10","10"
"2153",1077,"Fri, Mar 27, 2015","Memphis Grizzlies","Pacific Division","West","h","84","-23","13"
"2154",1077,"Fri, Mar 27, 2015","Golden State Warriors","Atlantic Division","East","v","107","23","4"
"2155",1078,"Fri, Mar 27, 2015","New Orleans Pelicans","Pacific Division","West","h","102","14","21"
"2156",1078,"Fri, Mar 27, 2015","Sacramento Kings","Atlantic Division","East","v","88","-14","22"
"2157",1079,"Fri, Mar 27, 2015","New York Knicks","Atlantic Division","East","h","92","-4","18"
"2158",1079,"Fri, Mar 27, 2015","Boston Celtics","Atlantic Division","East","v","96","4","26"
"2159",1080,"Fri, Mar 27, 2015","Orlando Magic","Central Division","East","h","97","-14","27"
"2160",1080,"Fri, Mar 27, 2015","Detroit Pistons","Atlantic Division","East","v","111","14","24"
"2161",1081,"Fri, Mar 27, 2015","Philadelphia 76ers","Pacific Division","East","h","98","-21","30"
"2162",1081,"Fri, Mar 27, 2015","Los Angeles Clippers","Atlantic Division","East","v","119","21","2"
"2163",1082,"Fri, Mar 27, 2015","Phoenix Suns","Northwest Division","West","h","81","-6","11"
"2164",1082,"Fri, Mar 27, 2015","Portland Trail Blazers","Atlantic Division","East","v","87","6","7"
"2165",1083,"Fri, Mar 27, 2015","San Antonio Spurs","Southwest Division","West","h","94","18","1"
"2166",1083,"Fri, Mar 27, 2015","Dallas Mavericks","Atlantic Division","East","v","76","-18","9"
"2167",1084,"Fri, Mar 27, 2015","Toronto Raptors","Pacific Division","East","h","94","11","12"
"2168",1084,"Fri, Mar 27, 2015","Los Angeles Lakers","Atlantic Division","East","v","83","-11","25"
"2169",1085,"Fri, Mar 27, 2015","Washington Wizards","Southeast Division","East","h","110","3","15"
"2170",1085,"Fri, Mar 27, 2015","Charlotte Hornets","Atlantic Division","East","v","107","-3","17"
"2171",1086,"Sat, Mar 28, 2015","Chicago Bulls","Atlantic Division","East","h","111","31","14"
"2172",1086,"Sat, Mar 28, 2015","New York Knicks","Atlantic Division","East","v","80","-31","18"
"2173",1087,"Sat, Mar 28, 2015","Charlotte Hornets","Southeast Division","East","h","115","15","17"
"2174",1087,"Sat, Mar 28, 2015","Atlanta Hawks","Atlantic Division","East","v","100","-15","16"
"2175",1088,"Sat, Mar 28, 2015","Milwaukee Bucks","Pacific Division","East","h","95","-13","29"
"2176",1088,"Sat, Mar 28, 2015","Golden State Warriors","Atlantic Division","East","v","108","13","4"
"2177",1089,"Sat, Mar 28, 2015","Portland Trail Blazers","Northwest Division","West","h","120","6","7"
"2178",1089,"Sat, Mar 28, 2015","Denver Nuggets","Atlantic Division","East","v","114","-6","19"
"2179",1090,"Sat, Mar 28, 2015","Utah Jazz","Northwest Division","West","h","94","5","28"
"2180",1090,"Sat, Mar 28, 2015","Oklahoma City Thunder","Atlantic Division","East","v","89","-5","3"
"2181",1091,"Sun, Mar 29, 2015","Boston Celtics","Pacific Division","East","h","106","-13","26"
"2182",1091,"Sun, Mar 29, 2015","Los Angeles Clippers","Atlantic Division","East","v","119","13","2"
"2183",1092,"Sun, Mar 29, 2015","Brooklyn Nets","Pacific Division","East","h","107","8","20"
"2184",1092,"Sun, Mar 29, 2015","Los Angeles Lakers","Atlantic Division","East","v","99","-8","25"
"2185",1093,"Sun, Mar 29, 2015","Cleveland Cavaliers","Atlantic Division","East","h","87","1","23"
"2186",1093,"Sun, Mar 29, 2015","Philadelphia 76ers","Atlantic Division","East","v","86","-1","30"
"2187",1094,"Sun, Mar 29, 2015","Indiana Pacers","Southwest Division","East","h","104","5","8"
"2188",1094,"Sun, Mar 29, 2015","Dallas Mavericks","Atlantic Division","East","v","99","-5","9"
"2189",1095,"Sun, Mar 29, 2015","Miami Heat","Central Division","East","h","109","7","6"
"2190",1095,"Sun, Mar 29, 2015","Detroit Pistons","Atlantic Division","East","v","102","-7","24"
"2191",1096,"Sun, Mar 29, 2015","New Orleans Pelicans","Southwest Division","West","h","110","22","21"
"2192",1096,"Sun, Mar 29, 2015","Minnesota Timberwolves","Atlantic Division","East","v","88","-22","10"
"2193",1097,"Sun, Mar 29, 2015","Phoenix Suns","Northwest Division","West","h","97","-12","11"
"2194",1097,"Sun, Mar 29, 2015","Oklahoma City Thunder","Atlantic Division","East","v","109","12","3"
"2195",1098,"Sun, Mar 29, 2015","San Antonio Spurs","Southwest Division","West","h","103","14","1"
"2196",1098,"Sun, Mar 29, 2015","Memphis Grizzlies","Atlantic Division","East","v","89","-14","13"
"2197",1099,"Sun, Mar 29, 2015","Washington Wizards","Southwest Division","East","h","91","-8","15"
"2198",1099,"Sun, Mar 29, 2015","Houston Rockets","Atlantic Division","East","v","99","8","5"
"2199",1100,"Mon, Mar 30, 2015","Atlanta Hawks","Central Division","East","h","101","13","16"
"2200",1100,"Mon, Mar 30, 2015","Milwaukee Bucks","Atlantic Division","East","v","88","-13","29"
"2201",1101,"Mon, Mar 30, 2015","Charlotte Hornets","Atlantic Division","East","h","104","-12","17"
"2202",1101,"Mon, Mar 30, 2015","Boston Celtics","Atlantic Division","East","v","116","12","26"
"2203",1102,"Mon, Mar 30, 2015","Memphis Grizzlies","Pacific Division","West","h","97","14","13"
"2204",1102,"Mon, Mar 30, 2015","Sacramento Kings","Atlantic Division","East","v","83","-14","22"
"2205",1103,"Mon, Mar 30, 2015","Minnesota Timberwolves","Northwest Division","West","h","84","-20","10"
"2206",1103,"Mon, Mar 30, 2015","Utah Jazz","Atlantic Division","East","v","104","20","28"
"2207",1104,"Mon, Mar 30, 2015","Philadelphia 76ers","Pacific Division","East","h","111","-2","30"
"2208",1104,"Mon, Mar 30, 2015","Los Angeles Lakers","Atlantic Division","East","v","113","2","25"
"2209",1105,"Mon, Mar 30, 2015","Portland Trail Blazers","Pacific Division","West","h","109","23","7"
"2210",1105,"Mon, Mar 30, 2015","Phoenix Suns","Atlantic Division","East","v","86","-23","11"
"2211",1106,"Mon, Mar 30, 2015","Toronto Raptors","Southwest Division","East","h","99","3","12"
"2212",1106,"Mon, Mar 30, 2015","Houston Rockets","Atlantic Division","East","v","96","-3","5"
"2213",1107,"Tue, Mar 31, 2015","Brooklyn Nets","Central Division","East","h","111","5","20"
"2214",1107,"Tue, Mar 31, 2015","Indiana Pacers","Atlantic Division","East","v","106","-5","8"
"2215",1108,"Tue, Mar 31, 2015","Detroit Pistons","Southeast Division","East","h","105","10","24"
"2216",1108,"Tue, Mar 31, 2015","Atlanta Hawks","Atlantic Division","East","v","95","-10","16"
"2217",1109,"Tue, Mar 31, 2015","Los Angeles Clippers","Pacific Division","West","h","106","-4","2"
"2218",1109,"Tue, Mar 31, 2015","Golden State Warriors","Atlantic Division","East","v","110","4","4"
"2219",1110,"Tue, Mar 31, 2015","Miami Heat","Southwest Division","East","h","81","-14","6"
"2220",1110,"Tue, Mar 31, 2015","San Antonio Spurs","Atlantic Division","East","v","95","14","1"
"2221",1111,"Wed, Apr 1, 2015","Boston Celtics","Central Division","East","h","100","13","26"
"2222",1111,"Wed, Apr 1, 2015","Indiana Pacers","Atlantic Division","East","v","87","-13","8"
"2223",1112,"Wed, Apr 1, 2015","Charlotte Hornets","Central Division","East","h","102","24","17"
"2224",1112,"Wed, Apr 1, 2015","Detroit Pistons","Atlantic Division","East","v","78","-24","24"
"2225",1113,"Wed, Apr 1, 2015","Houston Rockets","Pacific Division","West","h","115","4","5"
"2226",1113,"Wed, Apr 1, 2015","Sacramento Kings","Atlantic Division","East","v","111","-4","22"
"2227",1114,"Wed, Apr 1, 2015","Los Angeles Lakers","Southwest Division","West","h","92","-21","25"
"2228",1114,"Wed, Apr 1, 2015","New Orleans Pelicans","Atlantic Division","East","v","113","21","21"
"2229",1115,"Wed, Apr 1, 2015","Milwaukee Bucks","Central Division","East","h","95","4","29"
"2230",1115,"Wed, Apr 1, 2015","Chicago Bulls","Atlantic Division","East","v","91","-4","14"
"2231",1116,"Wed, Apr 1, 2015","Minnesota Timberwolves","Atlantic Division","West","h","99","-14","10"
"2232",1116,"Wed, Apr 1, 2015","Toronto Raptors","Atlantic Division","East","v","113","14","12"
"2233",1117,"Wed, Apr 1, 2015","New York Knicks","Atlantic Division","East","h","98","-2","18"
"2234",1117,"Wed, Apr 1, 2015","Brooklyn Nets","Atlantic Division","East","v","100","2","20"
"2235",1118,"Wed, Apr 1, 2015","Oklahoma City Thunder","Southwest Division","West","h","131","-4","3"
"2236",1118,"Wed, Apr 1, 2015","Dallas Mavericks","Atlantic Division","East","v","135","4","9"
"2237",1119,"Wed, Apr 1, 2015","Orlando Magic","Southwest Division","East","h","91","-12","27"
"2238",1119,"Wed, Apr 1, 2015","San Antonio Spurs","Atlantic Division","East","v","103","12","1"
"2239",1120,"Wed, Apr 1, 2015","Portland Trail Blazers","Pacific Division","West","h","122","-4","7"
"2240",1120,"Wed, Apr 1, 2015","Los Angeles Clippers","Atlantic Division","East","v","126","4","2"
"2241",1121,"Wed, Apr 1, 2015","Utah Jazz","Northwest Division","West","h","98","14","28"
"2242",1121,"Wed, Apr 1, 2015","Denver Nuggets","Atlantic Division","East","v","84","-14","19"
"2243",1122,"Wed, Apr 1, 2015","Washington Wizards","Atlantic Division","East","h","106","13","15"
"2244",1122,"Wed, Apr 1, 2015","Philadelphia 76ers","Atlantic Division","East","v","93","-13","30"
"2245",1123,"Thu, Apr 2, 2015","Cleveland Cavaliers","Southeast Division","East","h","114","26","23"
"2246",1123,"Thu, Apr 2, 2015","Miami Heat","Atlantic Division","East","v","88","-26","6"
"2247",1124,"Thu, Apr 2, 2015","Dallas Mavericks","Southwest Division","West","h","101","-7","9"
